StudentNumber,Suruna Value,Hurni Level,Lal Count,Volta,Ratios,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104,
1001043,lobi,full,69,5 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001050,doot,nothing,81,3 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001157,lobi,high,92,4 star,1.0091017,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1001178,doot,nothing,99,1 star,1.0091017,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001289,doot,nothing,75,5 star,1.0091017,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000671,nulp,medium,87,4 star,1.00800246,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002409,nulp,medium,87,4 star,1.00800246,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,9.0,NG,7.0,7.0,8.0,8.0,7.0,NG,7.0,8.0,NG,6.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,
1002241,nulp,medium,97,4 star,1.00543757,8.0,9.0,6.0,8.0,6.0,6.0,7.0,6.0,9.0,8.0,NG,7.0,8.0,8.0,8.0,7.0,NG,7.0,9.0,NG,7.0,8.0,6.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,
1002602,nulp,medium,89,4 star,1.00543757,7.0,9.0,4.0,7.0,6.0,6.0,7.0,6.0,9.0,7.0,NG,6.0,9.0,8.0,7.0,7.0,NG,7.0,9.0,NG,8.0,10.0,6.0,8.0,6.0,7.0,9.0,6.0,8.0,7.0,
1002827,nulp,medium,59,2 star,1.00543757,7.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,8.0,7.0,NG,7.0,7.0,6.0,8.0,7.0,NG,6.0,7.0,NG,6.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,
1000427,doot,low,74,4 star,1.00483407,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001117,doot,low,74,4 star,1.00483407,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1002030,doot,low,74,4 star,1.00483407,NG,7.0,8.0,7.0,NG,NG,NG,7.0,7.0,10.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,7.0,NG,6.0,NG,NG,7.0,7.0,7.0,6.0,NG,NG,7.0,
1001874,doot,low,99,1 star,1.00287268,NG,8.0,7.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,6.0,7.0,7.0,8.0,NG,NG,7.0,
1002281,doot,low,99,1 star,1.00287268,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,NG,8.0,7.0,6.0,9.0,7.0,NG,6.0,7.0,NG,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,
1001374,nulp,medium,60,5 star,1.0021183,NG,9.0,7.0,7.0,NG,NG,NG,6.0,8.0,9.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,6.0,
1001580,nulp,medium,96,4 star,1.0021183,NG,7.0,8.0,8.0,NG,NG,NG,7.0,7.0,10.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,7.0,7.0,7.0,NG,NG,6.0,
1001586,doot,low,79,3 star,1.0021183,NG,8.0,8.0,7.0,NG,NG,NG,8.0,6.0,8.0,NG,NG,NG,6.0,7.0,8.0,NG,7.0,7.0,NG,7.0,NG,NG,7.0,8.0,7.0,7.0,NG,NG,7.0,
1001596,doot,low,71,1 star,1.0021183,NG,8.0,6.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,9.0,NG,8.0,NG,NG,7.0,7.0,6.0,8.0,NG,NG,7.0,
1001709,nulp,medium,63,1 star,1.0021183,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,6.0,6.0,8.0,NG,NG,7.0,
1001899,doot,low,85,5 star,1.0021183,NG,8.0,6.0,6.0,NG,NG,NG,6.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,6.0,6.0,7.0,8.0,NG,NG,8.0,
1002032,nulp,medium,68,2 star,1.0021183,NG,9.0,7.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,6.0,7.0,7.0,NG,NG,7.0,
1001131,doot,low,63,3 star,1.00030779,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002272,doot,low,63,3 star,1.00030779,8.0,10.0,6.0,6.0,5.0,7.0,7.0,7.0,8.0,7.0,NG,6.0,9.0,7.0,6.0,8.0,NG,7.0,8.0,NG,8.0,8.0,7.0,7.0,7.0,6.0,9.0,6.0,7.0,7.0,
1002300,doot,low,62,5 star,1.00030779,9.0,9.0,6.0,6.0,7.0,5.0,7.0,7.0,9.0,8.0,NG,6.0,7.0,9.0,7.0,7.0,NG,7.0,9.0,NG,8.0,9.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,
1002574,doot,low,79,2 star,1.00030779,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,NG,8.0,8.0,7.0,7.0,8.0,NG,6.0,7.0,NG,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,
1002655,nulp,medium,82,2 star,1.00030779,8.0,9.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,NG,7.0,9.0,8.0,7.0,7.0,NG,7.0,8.0,NG,7.0,8.0,6.0,8.0,7.0,6.0,9.0,7.0,7.0,6.0,
1002831,lobi,high,97,3 star,1.00030779,7.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,8.0,7.0,NG,6.0,9.0,8.0,8.0,7.0,NG,7.0,8.0,NG,7.0,8.0,6.0,8.0,6.0,6.0,9.0,7.0,6.0,7.0,
1000589,doot,low,95,5 star,0.99945282,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001937,doot,low,95,5 star,0.99945282,NG,9.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,6.0,6.0,NG,7.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,6.0,
1002254,doot,low,95,5 star,0.99945282,8.0,9.0,6.0,7.0,7.0,5.0,7.0,7.0,9.0,8.0,NG,7.0,8.0,8.0,7.0,8.0,NG,7.0,9.0,NG,7.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,
1000592,lobi,medium,72,2 star,0.99920855,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000918,lobi,medium,72,2 star,0.99920855,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1002091,nulp,medium,67,2 star,0.99859786,NG,8.0,5.0,7.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,6.0,
1002296,nulp,medium,67,2 star,0.99859786,8.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,NG,7.0,6.0,8.0,8.0,8.0,NG,8.0,7.0,NG,8.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,
1002587,nulp,medium,67,2 star,0.99859786,8.0,9.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,NG,6.0,8.0,9.0,8.0,7.0,NG,7.0,8.0,NG,7.0,10.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,
1001640,nulp,medium,66,1 star,0.9977429,NG,8.0,6.0,6.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,6.0,7.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,6.0,8.0,9.0,NG,NG,6.0,
1002624,nulp,medium,66,1 star,0.9977429,7.0,8.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,8.0,7.0,6.0,NG,7.0,9.0,NG,7.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,
1002355,nulp,medium,92,2 star,0.995178,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,7.0,NG,5.0,8.0,8.0,6.0,7.0,NG,7.0,8.0,NG,7.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0,7.0,
1002373,lobi,high,88,5 star,0.995178,7.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,NG,6.0,9.0,8.0,7.0,6.0,NG,7.0,9.0,NG,7.0,9.0,6.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,
1002439,doot,low,62,4 star,0.995178,7.0,10.0,6.0,6.0,7.0,7.0,7.0,6.0,9.0,7.0,NG,6.0,8.0,8.0,7.0,7.0,NG,7.0,8.0,NG,7.0,9.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,
1001527,doot,low,71,4 star,0.993971,NG,8.0,7.0,7.0,NG,NG,NG,7.0,6.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,6.0,
1001528,nulp,medium,71,1 star,0.993971,NG,8.0,6.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,6.0,NG,6.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,7.0,
1001531,nulp,medium,72,1 star,0.993971,NG,8.0,7.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,8.0,7.0,7.0,NG,NG,6.0,
1001613,nulp,medium,91,4 star,0.993971,NG,8.0,8.0,7.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,6.0,8.0,7.0,NG,7.0,6.0,NG,6.0,NG,NG,8.0,6.0,9.0,7.0,NG,NG,6.0,
1001744,lobi,high,73,3 star,0.993971,NG,9.0,7.0,7.0,NG,NG,NG,6.0,9.0,6.0,NG,NG,NG,8.0,7.0,6.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,6.0,
1000140,doot,nothing,98,4 star,0.99261311,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000643,nulp,nothing,80,1 star,0.99261311,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,NG,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001546,nulp,medium,60,2 star,0.99004822,NG,8.0,6.0,6.0,NG,NG,NG,6.0,9.0,8.0,NG,NG,NG,8.0,7.0,7.0,NG,6.0,9.0,NG,7.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,7.0,
1002342,lobi,high,100,4 star,0.99004822,7.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,9.0,6.0,NG,5.0,9.0,9.0,7.0,6.0,NG,7.0,8.0,NG,7.0,10.0,6.0,7.0,7.0,6.0,9.0,6.0,7.0,6.0,
1002351,lobi,high,95,3 star,0.99004822,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,NG,8.0,7.0,6.0,9.0,6.0,NG,7.0,7.0,NG,6.0,8.0,8.0,9.0,6.0,7.0,6.0,6.0,8.0,6.0,
1002563,nulp,medium,60,2 star,0.99004822,8.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,NG,7.0,6.0,8.0,7.0,7.0,NG,7.0,8.0,NG,7.0,9.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,
1002741,lobi,high,76,3 star,0.99004822,7.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,9.0,7.0,NG,6.0,9.0,8.0,7.0,7.0,NG,7.0,7.0,NG,8.0,8.0,6.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,
1002815,nulp,medium,95,4 star,0.99004822,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,NG,7.0,8.0,7.0,8.0,7.0,NG,7.0,7.0,NG,7.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,6.0,
1000445,lobi,high,66,2 star,0.98989734,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,6.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,NG,NG,NG,NG,
1001522,lobi,high,66,2 star,0.98989734,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,8.0,6.0,7.0,NG,8.0,7.0,NG,7.0,NG,NG,7.0,6.0,6.0,9.0,NG,NG,6.0,
1000069,nulp,low,70,5 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000072,doot,medium,92,1 star,0.98931539,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000090,doot,nothing,86,3 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000130,nulp,high,79,3 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000139,lobi,full,89,1 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000159,nulp,low,85,4 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000172,lobi,medium,84,1 star,0.98931539,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000221,lobi,full,91,1 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000233,lobi,full,78,5 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000494,doot,nothing,100,3 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000563,lobi,high,84,3 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,8.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000591,lobi,high,93,5 star,0.98931539,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000649,lobi,high,79,1 star,0.98931539,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000660,nulp,low,62,4 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000681,doot,low,81,3 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1000715,doot,nothing,70,5 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000725,nulp,medium,60,4 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000737,nulp,low,73,5 star,0.98931539,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000750,lobi,high,76,2 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000757,nulp,low,77,4 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000973,doot,low,63,1 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001040,lobi,high,96,2 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001234,nulp,high,73,2 star,0.98931539,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000100,doot,low,69,3 star,0.98748333,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001784,doot,low,69,3 star,0.98748333,NG,7.0,8.0,6.0,NG,NG,NG,7.0,6.0,9.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,6.0,NG,7.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,7.0,
1002631,doot,low,69,3 star,0.98748333,8.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,NG,7.0,8.0,7.0,7.0,9.0,NG,7.0,8.0,NG,8.0,8.0,6.0,6.0,6.0,7.0,8.0,7.0,5.0,7.0,
1002063,doot,nothing,73,5 star,0.98684211,NG,8.0,7.0,8.0,NG,NG,NG,7.0,NG,9.0,NG,NG,NG,7.0,7.0,6.0,NG,6.0,6.0,NG,7.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,7.0,
1002068,lobi,high,76,4 star,0.98684211,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,7.0,6.0,NG,7.0,7.0,NG,7.0,NG,NG,7.0,7.0,6.0,8.0,NG,NG,NG,
1001392,nulp,medium,73,1 star,0.98582369,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,7.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,5.0,
1001510,lobi,high,65,5 star,0.98582369,NG,6.0,8.0,8.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,6.0,NG,7.0,NG,NG,9.0,6.0,7.0,7.0,NG,NG,6.0,
1001635,doot,nothing,97,3 star,0.98582369,NG,8.0,7.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,7.0,7.0,7.0,NG,NG,6.0,
1001689,nulp,medium,93,2 star,0.98582369,NG,7.0,7.0,8.0,NG,NG,NG,8.0,6.0,9.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,6.0,8.0,6.0,NG,NG,7.0,
1001692,doot,low,100,4 star,0.98582369,NG,8.0,6.0,6.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,7.0,NG,8.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,6.0,
1002245,lobi,high,69,5 star,0.98551033,6.0,10.0,6.0,8.0,7.0,7.0,NG,6.0,10.0,7.0,NG,5.0,9.0,9.0,8.0,6.0,NG,7.0,7.0,NG,6.0,9.0,5.0,7.0,6.0,6.0,8.0,5.0,8.0,7.0,
1002448,lobi,high,90,4 star,0.98491844,6.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,NG,8.0,6.0,7.0,8.0,7.0,NG,6.0,6.0,NG,6.0,7.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,6.0,
1002566,nulp,medium,62,3 star,0.98491844,8.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,9.0,7.0,NG,6.0,9.0,8.0,6.0,7.0,NG,8.0,8.0,NG,7.0,8.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,
1002638,lobi,high,63,1 star,0.98491844,7.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,9.0,8.0,NG,7.0,8.0,8.0,6.0,7.0,NG,6.0,7.0,NG,8.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,
1002744,doot,low,78,3 star,0.98491844,8.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,NG,6.0,7.0,8.0,7.0,8.0,NG,6.0,8.0,NG,8.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,5.0,8.0,
1002596,lobi,high,93,4 star,0.97978865,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,NG,6.0,8.0,8.0,7.0,7.0,NG,7.0,7.0,NG,7.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,
1002640,lobi,high,89,2 star,0.97978865,7.0,9.0,7.0,7.0,6.0,6.0,8.0,6.0,9.0,7.0,NG,6.0,7.0,8.0,7.0,7.0,NG,6.0,7.0,NG,7.0,9.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,6.0,
1002668,nulp,medium,89,1 star,0.97978865,8.0,8.0,6.0,6.0,7.0,7.0,9.0,7.0,6.0,9.0,NG,7.0,7.0,8.0,7.0,8.0,NG,6.0,6.0,NG,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,
1000721,lobi,high,71,4 star,0.97942224,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000889,lobi,high,71,4 star,0.97942224,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001428,doot,nothing,64,1 star,0.97767639,NG,9.0,6.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,7.0,6.0,NG,7.0,8.0,NG,7.0,NG,NG,6.0,6.0,7.0,8.0,NG,NG,6.0,
1001659,doot,nothing,63,4 star,0.97767639,NG,8.0,7.0,6.0,NG,NG,NG,7.0,6.0,10.0,NG,NG,NG,6.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,7.0,6.0,NG,NG,7.0,
1000325,nulp,low,69,5 star,0.97612452,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,5.0,8.0,NG,NG,NG,
1000689,nulp,low,69,5 star,0.97612452,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001219,nulp,low,69,5 star,0.97612452,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002694,doot,nothing,83,1 star,0.97465887,8.0,9.0,6.0,6.0,7.0,6.0,7.0,6.0,9.0,8.0,NG,5.0,8.0,7.0,6.0,7.0,NG,6.0,9.0,NG,8.0,9.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,
1002724,lobi,high,59,2 star,0.97465887,7.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,NG,6.0,8.0,8.0,7.0,7.0,NG,7.0,7.0,NG,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,
